"comment","title","text_number","topic","year","month","yyyy","mm"
"안녕하세요 자매맘 이예요😄
첫째가 밀크티 초등하고 있구요
둘째는 밀크티 아이하고 있어요
여러가지 체험해보고 밀크티로 결정했는데
선생님이 관리도 잘해주시고 아이들이 즐겁게 학습하고 있어요

3월1일~31일 친구 추천으로 정회원 등록시 신세계 상품권 10만원에 저희 아이 둘 다 하고 있어서 상담주심 추가 혜택 주신다고 하세요😄

제가 설명 드리는 것 보다 자세한 문의는 영사님 통화해서 여쭤보심 좋을 것 같아요😄

체험관련 문의는 저희 아이들 하고 있으니 궁금한 점 있으심 문의 주세요~^^

밀크티초등 추천인 nsjin7559 김채은

밀크티 초등 영사님 연락처 입니다.
010-4659-2614
감사합니다😄","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저희아인 윙x해요 그래도 1년약정있어서 부담없이 해주고있어요 기초부터 수준별학습할수있고 홈스쿨링으로 편하게 해주고있어요 지면도 봐주기좋아요","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저희아이는 비교해보니까 ㅇㅋ괜찮아서 쭉 ~ 시켜주고있어요^^ 교과과정도 괜찮아서 기초부터 초등대비까지 잘 시켜줬고 학교공부도 활용해서 잘 하고있네용 ㅎㅎ 홈스쿨 해주기 편하기도 하고 재밌어하니까 꾸준히 하게 되네요","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저는 약정도 그렇고 매달오는 지면학습지 때문이라도 커리큘럼에 반해서 ㅇㅋ하고 있어요 기초학습도 잡아주기 ㅊ좋고 체계적으로 할수 있어요","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저는 윙ㅋ라고 있는데 저는 1 년 하고 연장 했어요 ~
근대 2 년 되서도 또 연장 해가지고 후회되긴 하더라고요
아이가 학습지 꾸준히 할거면 2 년도 괜찮아요 ~","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저희 작년에 1학년 6살 홈런 시작해서 하고 있어요.^^
같이 볼수 있는게 많으니 좋더라고요..
약정은 기계값만 분할이라 생각하면 되서 전 2년으로 했어요..
중간 해지해도 남은 기계값만 내면 되는거라 부담 없드라고요.^^","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"진짜 아이들마다 맞는게 있는것 같아요. 저희아이는 윙ㅋ하는데 패드수업이지만 매달 지면학습지와서 같이 병행해주니 좋은것같아요. 뭐든 아이와 맞고 꾸준히 하는게 좋은것같아요","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"맞아요 저희아이도 무료체험해보고 ㅇㅋ로 하고싶다고해서 결정했는데
아이마다 다르네요~ 학습지는 엄마관심도 중요한거 같아요~ 저는 퀴즈풀고 지면학습지로 같이 연결해주니까 더 잘따라주더라구요~","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"초등들어가고 밀크*랑 연필영*에서 화상영어하고 있는데 초등 전에는 윙*했었어요~둘다 만족스러워서 아이들 선택에 맡기시는것도 좋은듯해요~","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"저는 밀크티가 천재교육에서 만든거라 학습 콘텐츠나 교과서 공부를 아이가 스스로 혼자서도 하기 괜찮아서 좋은 듯 해요 예복습 당연히 되고 자기주도학습 습관 잡아주는데도 효과있구요 너무 부담이나 걱정없이 시작하셔도 돼요~","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"ㅇㅋ 해주고 있는데 전 1년 약정으로 해주었어요 2년 약정은 너무 긴것 같은데 다른 곳에 비해 1년 약정 선택이 가능해서 좋았어요","6세 초1 학습지요","5573956","초등 밀크티","2022","03","2022","03"
"채팅 드릴게요^^","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"계속윙크유지하면 선물주나요? 그거받고 9살까지하시다 초3엔 사회과학도 추가되니까 다른곳으로 옮겨도될듯해요
저희아들도 사회과학때문에 2학년말에 밀크티시작해서 짐4년째하고있는데 배경지식쌓기도 좋고 문제도 많아서 좋더라구여","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"첫째 1학년때까지 윙*하고 3학년때 엘리했는데
1학년때까지는 윙*괜찮았어요.","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"저희딸은 와**캠프해요","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"저는 윙x꾸준히 2년째하고 초1 계속하고있어요 지면이 초등문제집 따로오고 봐주기좋아요 초등연계과정이라 맘에 들고요 수준에맞게 수업진행되니 아이도 잘따라와서 화상수업같이 해주고있어요","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"저는 윙k로 해주고있어요~ 초등 저학년때 갈아탈까 했엇는데 초등준비 잘해주고 문제집이랑 교과과정 따로봐주더라구요 ㅎㅎ 그래서 쭉 시켜줬는데 만족해요 ^^ 2학년까진 해주려고 해요","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"다른것은 해본적은 없지만 저희아이 엘리하이하는데 책도 구입없이 읽을 수 있고 매우 만족하고 있어요","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"밀크가 중학교 입학해서도 계속 이어서 할 수 있어서 왔다 갔다 하는 것 보다 쭉 이어서 해주는 게 아이도 적응 잘 하고 좋을 것 같아서 밀크로 하고 있어요 학년 별로 특성에 맞춰서 저학년 때는 학습게임이나 영상 위주로 흥미 유발 시키면서 공부할 수 있고 고학년 되선 혼공 가능하도록 개념 설명 잘 되어 있는 강의 위주로 커리큘럼 잘 짜여져 있어서 만족중이네요","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"아이가 잘 하고 있으면 추가할인 받고 해도 되지 않을까요
저는 윙* 지면학습도 할 수 있는게 너무 좋아서 만족스러웠거든요.
다른건 약정도 길더라구요ㅠ","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"다른건 패드학습만 있거나 너무 약정이 길어서 지면 있는게 좋아 저는 1년 더 연장해주었어요
지금 2학년인데 올해까지는 학습지 ㅇㅋ로 계속 해 줄 생각이에요.","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"저희도 초등전에는 윙*하다가 초등들어가고 밀크*랑 연필영*에서 화상영어하고 있는데 둘다 괜찮아요 몇곳에서 체험해보고 결정하는게 제일 좋은것 같아요~","윙*, 밀크*, 엘리** 하시는분들","5572463","초등 밀크티","2022","03","2022","03"
"업데이트 하시고 껏다켜셔야 될거에요","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"껐다켜도 업데이트배너 안뜨면. 최신이 맞겠져….ㅜㅜ 괜히 불신.. ㅋ","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"업데이트해도 안되면 껏다켜보시고.. 저는 앵간하면 껏다켜요.. ㅜㅜ","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"껐다켜도 업데이트 배너가 안뜨네요.
그럼 최신이라 믿어도되겠져,,,","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"돌밥돌밥배너안뜨면 그 설정화면?? 거기에 업데이트정보잇어요 그거함봐보셔요","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"에스키리네. 그거 봐도 최신이래요… 그럼 맞겠죠? 원래 거의 매일 업데이트 하라고 뜨다가. 최근엔 아예 안떠서 의문이었어요 ㅠㅠ","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"돌밥돌밥요즘 신학기라 아마 그랫나봐요.. 저도 요즘은 팝업안뜨더라구요","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"에스키리괜히 의심했나봐요ㅋㅋㅋㅋ
답 감사합니다!","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"1월 2월엔 초3초4 교과서 개편이랑 진단평가 업데이트시키고 화면바꾸느라 계속 업데이트였어요~~","밀크티 하시는분들 질문요ㅜ","5572427","초등 밀크티","2022","03","2022","03"
"눈높이해요 15분씩한글봐주세요~~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"혹시 가격 쪽지 주실수 있으실까요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"아침이슬로드렸어요~~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"일주일에 15분 1회수업이라 방문수업은
사실 평소에 부모가 안봐주면 효과없어요ㅠ","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"저도 글케 듣긴 했는데... 다른건 뭐 없을까 해서요...","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"눈높이하고 한글 수업하고 오감쑥쑥이라고 미술수업 해요
자기전에 한글수학 문제집 풀어요 두장씩","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"잘 따라와 주나요... 저는 왜인지 모르게 시간도 안나고 해서... 집에 학습지가 있긴 한데 못하고 있어요...","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"재능 한글 수학 해요","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"그럼 일주일에 두번 오나요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"아침이슬로하루에 다해요^^","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"방방망이아아 혹시 가격 정보 쪽지 부탁드려도 될까요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"저는 공부는 저랑 같이하고 방문은 미술만해요~~~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"방문미술은 오면 뭐 하는거예요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"아침이슬로와서 선생님이랑 그림그려요~ 만들기도 하구요~ 저는 만들기는 빼고 그림만 하고 있어요~~ 근데 방문이 더
비싸지않나요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"kim25혹시 ~ 정보좀 부탁드려도 될까요? 아이한테 좀더 전담마크(?)가 필요해서요...","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"아침이슬로쪽지 드릴께요!","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"kim25안녕하세요~ 방문미술 저도 알려주세용!!","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"겸둥찐앗 쪽지드릴께여!","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"6세 요즘 흥미생겨서 영어과외? 시작했는데 20뷴 앉아서 수업하고 30분은 장난감 가지고놀면서 수업해요.
선생님 만날때마다 못가게붙잡아요ㅠㅠ 회당수업료 받으시기땨뮨에 일주일 안해도 부담스럽지않고 좋아용","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"혹시 어떤 수업인지 알수 있을까요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"저두그런수업이어떤건지
궁금해요~~~~ 알랴주세요~~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"저도 어떤수업인지 궁금해요^^","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"씬씬이그냥 1:1 방문수업이에요 ㅎ 업체가있는게아니라 과외라 적은거구요~
눈높이지면수업 해봤는데 앉아서 하느 수업을 너무 지루해 하기에 이이성향을 선생님께 말씀드렸더니 그럼 책상수업 20분 놀이수넙 30분 해주신대서 20분은 방에서수압하고 30분은 온 집안 돌아다니며 놀이수업해요^^ 그래서 아이가 좋아하는거같아요~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"오옹 영어과외도 있군요 저도 궁금해요","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"공부방이 방문보다 더저렴하지않나요?","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"10만원은 안넘었음 하는데 공부방도 저렴한 곳도 있는건가요...","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"아침이슬로유명한 체인공부방이 좀비싼편이지~동네서 작게하는 개인공부방은 그보다 저렴해요.찾아보세요","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"facaiii아 그렇군요 찾아봐야겠어요","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"쥬아조아 수업하고 있는데 놀이미술이라 그런지 아이가 매주 수업하는걸 너무 재미있어하고 좋아해요~ 50분 수업인데 금액부담도 덜하고~ 선생님도 좋으시고 여러모로 만족스러워요~^^","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"정보 쪽지 부탁드립니다","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"밀크티하는데 일주일에 한번씩 담당선생님과 화상채팅 또는 전화통화로 아이가 수업이해도가 잘 진행되고 있는지 확인해줘요.
하루에 정해진 양이 있는데 그리 많지 않아요
아이가 충분히 따라갈수 있는 양이며 집중력이 떨어졌을 경우에는 오전, 오후로 나눠서 공부시키고 있어요~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"뭘하던 엄마가 신경써야하는건 맞는듯해요 방문 처음엔 편한데 나중엔 매일 안하면 밀리듯이 매일 엄마랑 할수있는학습을 알아보세요 대신 엄마는 지켜보는정도로 부담없는걸로요~","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"저방문미술이랑 와이즈캠프로 공부시켜요 ㅠㅠ 공부방 그런게 워킹맘은 어려운거같아요 ㅠㅠ시간내기도 어렵고 ...ㅠㅠ","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"7세인데 씽크빅스마트쿠키 예비초등단계 진입해서 학습진행해요.
1주일에 선생님오셔셔 한번씩 방문주셔서 국어수학과 독후후 미술접목하는 수업같이진햄하고 있는데 만족합니다.","방문수업 하시나요?","5569150","초등 밀크티","2022","03","2022","03"
"정 안되면 껐다켜보세요
키즈모드는 안들어가봤는데홈버튼으로되 안되나요?","초등아이 밀크티 하시는 분 키즈모드","5565880","초등 밀크티","2022","03","2022","03"
"초2까지하는거면 우리애도지금 wink로 하고있는데요 홈런이랑 엘리하이 셋중에 고민하다가 결국 하게된건데
초등연계괜찮더라구요 초2 이상되면 엘리하이로 할까생각중이에요 ㅎ","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"초1이면 밀크티 강추드려요^^ 학교교과 예습복습에 학기별 문제집까지 와요~채팅 드릴게요^^","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"저희아이도 초1인데 여러개 체험하고
윙x해주고있어요
2년째 꾸준히 잘했고 다른거로 해주려하니 다른거 체험하고 자긴 어렵다며 익숙한거 택하더라고요 교과연계과정이고
초등올라오니 매달오는 지면말고도 초등문제집 분기별로와서 봐주기도 좋구요 주1회 화상으로 선생님수업도 하니 전 만족해요 저학년까진 봐주려고요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"올해 초2 윙ㅋ 해주고 있어요 초1에 국영수 학습지 해주면서 지면학습이 있는점이 가장 만족스러웠고 수학은 매달 연산문제집이 있어 추가로 문제집을 사지 않아도 되는 점이 좋았어요. 단계별 학습이 가능하며 교과수업 위주로 진도가 나가고 단계수준도 요청하면 조절해주셔서 아이 학습 지루함 없이 꾸준하게 해주고 있어요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"초2되는딸 한글 떼려고 시작한 윙ㅋ학습지 입학해서도 꾸준히 시키고 있어요.
학기별 교과과정 문제집도 있고 기본교재도 다달이와서 영상수업만 하는것보단 훨씬 학습적으로 도움이 많이 되는것 같아요.","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"전 윙크, 밀크티, 와이즈캠프 다 해봤구요~ 현재 밀크티 1년 째 유지, 와캠 2달째이에요.
윙크는 입학전 아이에게 맞구요.
초등이후는 밀크티랑 와캠이 좋아요.

밀크티는 수준별수업 구성이 잘 되어 있고, 와캠은 깔끔한 구성이 좋아요. 메타인지에 좋은 비주얼싱킹 학습에 좋더라구요. 말뻐노트, 개뼈노트, 글뼈도서관 등이 장점이에요.
그리고 둘 다 일주일에 한 번 반갈아가며 전화, 화상 수업이 있어요.
밀크티는 1:1이구요.
와캠은 화상은 소그룹으로 발표식 수업이에요.

아이성향에 따라 좋아하는게 달라요. 발표 좋아하는 아이는 와캠 소그룹 수업 엄청 좋아라더라구요.
저희 아이는 와캠이 쪼끔 더 좋다고 하더라구요.

둘 다 천재, 비상에서 만든거라 컨텐츠 졸아요. 아이에게 맞는 걸 고르시는게 중요해요^^
체험하고 결정하세요~

추천인 받고 체험하셔야 혜택이 훨씬 좋아요~쳇드릴게요^^","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"초등 저학년 윙ㅋ 한글, 수학, 영어 하고 있어요 패드로 개념학습하고 지면학습지로 응용하고 있어요.초등이 되니 학기별 국어, 수학 문제집이 따로 오고 교육과정과 연계 잘되어 있어요.","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"초1.알아보다홈런가입해서어제부터시작했어요.
교과학습연계도되있고선생님이매일오늘의학습에할거다담아주시공등등.어제아이해보니재밌어하더라구요.
처음했는데44분이나하고있었어요.내용도좋고들을게많아학습지끈어도될거같은그런생각했었어요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"아이캔두도 괜찮아요~~
화상 일대일 화상 들어가 있고 교과연계 확실하게 되어 있고 무엇보다 학습 컨텐츠 양이 많아요^^
그리고 ai로 아이에 학습을 정밀하게 분석해주고 솔루션도 제공해주니 같이 공부하지 않아도 제가 챙길수 있어서 아이도 저도 잔소리 없이 편하게 공부 가르칠수 있어서 넘 좋네요 ㅋㅋㅋ
쳇 드릴께요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"저는 밀크@이 공부하기 좋았어요~ 교과연계가 좋으니까 방과후에 학기마다 보내주는 지면학습지랑 병행하면서 공부해주고 있어요. 과목별로 아이에게 맞게 단계 조절도 가능해서 아이들이 힘들지 않게 공부하는게 좋았어요. 지금처럼 공부 습관 잡아주면 학년이 올라가도 공부하는데 문제가 없을 거 같아요.","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"밀크티가 괜찮았어요 무료체험도 할수 있으니 한번 풀어보세요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"밀크x가 괜찮더라고요 무료체험 해보고는 바로 연장했네요
애들은 재미없고 지루하다고 오래 붙잡고 있는경우가 잘 없던데 이건 퀴즈도 섞어가며 수업해서 그런지 많이 다르더라구요
덕분에 제가 너무 편해요 ㅋㅋㅋㅋㅋㅋ","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"비교해봤더니 저희도 wink괜찮은것 같아요~ 학교 연계학습도 괜찮고 수준에 맞게 학습할수 있고 지면학습 따로 나오니 패드와 병행학습해서 반복학습하더라도 지루 하지 않구요~ 저희 아이는 받아쓰기 연산 구구단 시간계념 알이 등 그 시기에 뗴야 하는건 다 잘 활용해서 했어요~","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"저흰 패드학습지로 윙ㅋ하고 있는데 알아보세요. 한수영하면서 화상수업도 하고 일주일에 선생님 만나는데 잘해요. 지면학습지도 같이오고 아이 수준에 맞춰서 학습할 수 있어서 좋아요","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"6세 동생 동화책 보는거랑 같이 하려고^^초1 밀크티 사용중이예요. 일단 컨텐츠 범위와 종류가 많아서 택했어요. 수업과목수도 원하는데로 넣어다뺐다 담당쌤하고 조절 가능하고 하시면 지면 문제집 제공돼요.
전 추천프로모션으로 지인추천으로 지인-저 각가 신세계상품권10만원씩!!! 도 받았어요~하시고 계시는 주변 지인 계시면 꼭 챙겨받으세요^^","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"저도 초3,초1아이 고민하다가 똑같이 세군데 체험했었어요..개인차가있겠지만 와이즈캠프늗 화상30분수업이라 정말 수업이고 학습효과도좋았어요. 전체적인 학습컨텐츠도 꼭!필요한것들로만 교과서학습중심으로 있는게 마음에들었어요. 문제푸는거좋아하는데 수학만봐도 유형별문제,단원평가,성취도평가,진단평가,최상위수학 등 다양하게 다 있어서만족! 이에요~~ 패드가구형이긴한데..직가입하면 99,000원이라 밀크티랑 2년기준패드값만 48만원에차이나고!! 학습기간70일 연장까지하면 50만원이상 차이나요..기타상품권추가 21만원도 받을 수 있구요! 지인 중에 와캠하는친구 있으면 컨텐츠보고 직가입추천드려요! 영업사원아니고 진심으로 추천드려요(초1부터~초6는6은 무조건 와캠추천드려요!!)
체험하시고나면 제 말이 무슨말인지..아실거에요^^
그리고 최대혜택은 쪽지참고해주세요!!(정회원담임추천혜택)","패드학습지+문제집 고민입니다!","5558403","초등 밀크티","2022","03","2022","03"
"방학기간동안 퍼즐많이했어요 혼자서도 잘하더라구요~ 저희아이 초3인데 정말.. 놀아주는것도한계이고ㅜㅜ 뭘가지고놀아야하는지도모루겠네요
저도 여기서댓글정보얻어가겠습니당","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"퍼즐도 혼자 못하겠다고 불러대는통에 피곤스해요 ㅜㅜ 난이도 쉬운걸로 해주면 후딱해버리구 다했다고 매달리고 쫌만 어려우면 징징대구 불러대요 ㅠㅠㅠ","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"저희아인 용돈 받기 시작하면서 자기가 할수있는 집안일 로 거래해서 백원 이백원 버는 재미에 빠졌어요 ㅎㅎ 건조기 돌리고 세탁기 돌리고 ㅋㅋㅋ 퇴근하면 일거리가 줄어서 저도 좋고 아이도 남자아인데도 재미있어 하네요","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"그건 이미 하고있어요ㅎㅎ 할수있는거 하고 용돈 받는데 그건 틈틈히 해서 휴식시간에 따로 시간내서 하진 않거든요 ㅠ 어려워요 에궁","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"llliiiliiiliil그럼 로보로보 어떠세요? 나사로 로봇 만들어서 실제로 코딩까지해서 움직이게 하는건데 저희아인 이거 엄청 좋아해요","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"만들기요... 만들기하려규 코팅기 까지 사고... 요것조것 잘만들어요..ㅎㅎㅎ시간도 잘가고요~","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"자전거타기도 안되나요ㅜ 집에서 할수있는게 진짜 거의다네요ㅠ","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"울아이는 요거갖고 놀아요
옛날 엄마때 갖고 놀던 종이인형 같은건데 손코팅지
까지 사서 애지중지해요
종이로 소품도 만들고요

만들기 좋아하는 친구라면
요거 추천이요","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"집에서 할 활동 찾으시는거면 게임 말고... 아이패드 나 탭 하나 사주세요~ 요즘 테블릿으로 할수있는게 많잖아요! 그냥 사주기에 부담스러우시면 스마트학습지랑 하면 패드 주는데 그걸 사용해보시는것도 나쁘지 않을듯해요
저희도 학원 보내기도 좀 그렇고 밖에 나가노는 성격도 아니라서 밀크티 시켜서 스마트 패드 받아서 하는데 아이 적성에 맞춤활동이라 공부도 되고 친구들이랑 하는 시간도 있어서 사회성도 길러지고 취미 활동도 되는거같아요","초4 집에서 혼자할수있는 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"그런가요..혹시 지인분께서는 문제집같은거로 홈스쿨링 하고 계시는걸까요??","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"바닐라프라푸치노문제집은 아니고 따로 천재교육꺼 자습서로 공부시키는 것 같았어요. 애들 학교 교과서 내용으로 만들어져서 공부할때 도움이 많이 된다더라구요ㅎㅎ","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"하찌엄니감사합니다^^","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"홈스쿨링 했던아이 혹은 진득하게 앉아 있는아이라면 홈스쿨링을 해보는것도 좋구요 대신 부모도 같이 옆에서 공부습관 길들여질때까지는 같이 옆에서봐주셔야해요
아니면 그냥 학원을 보내시는것도 좋을거 같아요.","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"초1들어가기전부터 30분 한시간 두시간 순으로 공부시간 늘려가면서 공부하고있어요 참고로 저희애들은 초3 초4입니다.","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"8은지저도 맘님처럼 어렸을때부터 진작에 조금씩 시간늘리며 해볼걸 그랬나봐요..
지금이라도 그렇게 늘리면서 자기주도학습 키우고 좀 나중에 학원보내던가 해야겠네요..","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"저는 무료체험 다해봤는데 맘에좀 안들다가. 그나마 윙크가 수준별학습이고. 아직 2학년이라 딱딱한 분위기보다 약간 유아틱해도 되겠다싶어서 윙크시작햤어요. 무료체험 소개 이벤트있으니 필요하시면 챗주새요 같이사은품 받아요 ㅋㅋ","패드학습지도움되나요?","7042708","초등 밀크티","2022","06","2022","06"
"와이즈캠프 초3학년부터해서 2년넘게 잘하고 있어요.
가끔 튕기는 오류가 아예없진 않지만, 학원 안가고 학교수업 잘 따라가서 만족하고 있네요.
근데 아이들마다 성향이 달라서 잘 안하는 아이도 있다고하니 하기싫어하면 다른쪽으로 알아보시는것도 고려해보시면 좋을듯요","패드학습지도움되나요?","7042708","초등 밀크티","2022","06","2022","06"
"체험패드는 공용이라 상태가 안좋대요
신청하면 새패드와요~~
저흰6세 윙*, 7세말부터 웅* 했어요
초등 들어가기전 학습습관이며 공부 도움많이받아서 만족했는대, 초등 되니까 학원도 가야하고 학원 숙제도 해야하고 (영,수,운동..) 학습지까지 하기엔 좀 버거워보이더라구요, 패드 컨텐츠 다 못누리고 그때그때 오늘의 학습만 하는중이에요, 1년은 좋은대 2년약정은 너무길다싶어요;;;;","패드학습지도움되나요?","7042708","초등 밀크티","2022","06","2022","06"
"체험패드를 오래된걸로 하신거아녀요? 전 신패드로해서 빨리 했는데","패드학습지도움되나요?","7042708","초등 밀크티","2022","06","2022","06"
"저희집도 같이 놀자인데..
다른건 잘하는것같은데 영어가 좀 그래서 학원보낸지 두달째예요
아이가 힘들어하는거 정도 보내면 되지않을지싶어요
패드수업도 체험시켰는데 가서 하는게 좋을듯하더라고용","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"어렸을땐 그냥 놀게 해주고싶지만 나중이 걱정되서 맘이 편하지 않더라구요..
학원보내니 영어실력은 좀 늘던가용?","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
"바닐라프라푸치노넵 가면서 확 좋아지는게 보이더라고요
지금은 그래도 읽기도하고 좋아하네요","초등교육 어떻게 시키고 계시나요..","5655452","초등 밀크티","2022","05","2022","05"
