"title","date","click","text","text_number","topic","year","month","yyyy","mm"
"스마트 패드 어떤거 하시나요?","2022-02-07 01:49:00.000","439","어제 갑자기 밀크티 체험신청 했습니다.
도움이 될까요? 어떤점이 좋은지 알수 있을까요?
추천인 있으면 혜택은 뭔가요? 추천인 필요합니다 ㅎ
초3남자아이.. 패드 종류가 너무 많아서요.
밀크티가 쉽고 재밌다고 해서 일단 체험신청 해놨는데요.
다른것과 비교해보고 싶은데요. 어떤게 좋을지
알려주시면~감사하겠습니다 ^^","871225","초등 밀크티","2022","02","2022","02"
"7살 윙크 어떤가요?","2022-02-03 22:10:00.000","330","7살 윙크 어떤가요?
윙크 시키시는분들 궁금합니다
댓글 기다릴게요","869438","초등 밀크티","2022","02","2022","02"
"와이즈 캠프 밀크티...등 조언 부탁드려요","2022-02-01 15:05:00.000","384","학원다니면서 밀크티 와이즈 캠프 이런거 하시는 분들 계신가요?
어떤점이 도움이 되는지 조언 부탁드려요
어떤걸 선택했는지도 부드탁드립니다","868291","초등 밀크티","2022","02","2022","02"
"중학생공부법 올바르게 배우려면","2022-04-26 18:34:00.000","382","중학생공부법 올바르게 배우려면
중학생공부법 중요한 건 무엇일까?
초등학교와 중학교의 차이는
본격적인 내신관리가 진행된다는 것입니다.
초등학교 때는 단순히 당장 눈앞에 보이는
시험결과에만 집중하면 됐지만,
중학교 때부터는 지필평가부터
수행평가까지 체계적으로 대비해야
높은 성적을 만들어볼 수 있습니다.
따라서 중학생공부법 단순히 벼락치기를 통해
다가올 시험에만 대비하는 것이 아니라
기본적인 실력을 향상시켜
수준을 끌어올리는 것이 중요하죠.
밀크티에서는 중학생공부법 맞춤
학습관리를 받아볼 수 있습니다.
체계적인 과정을 통해
기본기부터 탄탄하게 잡아주며,
단기간에 학습 효과를 극대화시켜
개념 이해를 빠르게 도와줍니다.
핵심 개념만 정리하여 제공하는 만큼
이를 바탕으로 하루에 딱 10분만
꾸준히 들여다보기만 해도
개념을 더 확실하게 이해하고,
더 오래 기억하게 되죠.
나만을 위한 중학생공부법 알려주며
이를 바탕으로 본인의 특성에 따라
효율적인 학습 과정을 경험할 수 있게
도와주고 있는데요.
엄마보다 꼼꼼하게 봐줄 수 있는
1:1 관리 선생님이 따로 있는 것도 큰 장점입니다.
전화 상담과 성취도 점검 등
밀착 학습 관리가 가능해 만족도가 높습니다.
앞서 말했듯 중학생공부법에서는
내신 관리에 집중해야 하는데 이 인강으로
내신 관리에 큰 도움을 받을 수 있습니다.
모든 교과서의 자료를 보유하고 있어
학교별로 맞춤 콘텐츠가 제공되기 때문에
이를 활용하면 좋습니다.
뿐만 아니라 수행평가까지도
빅데이터를 통해 높은 점수를 받아볼 수 있게
공부할 수 있습니다.
뿐만 아니라 최근에는 대치퍼스트를 통해
더욱 질 높은 강의를 제공하고 있습니다.
대치동은 입시의 중심,
우리나라 교육 1번지인 만큼
알찬 공부법을 배워볼 수 있는데요.
대치퍼스트에는 대치동의 현장 강의 노하우가
가득 담겨있어 올바른 중학생공부법
터득할 수 있죠.
수학은 영역별 수업을 통해
맞춤형 학습 관리가 진행됩니다.
수학의 5대 영역은 초등학교 때부터
유기적으로 배우게 되는데요.
개념이 각각 연계되어 있기 때문에
수학을 공부할 때는 개념에 대한
기본기가 무엇보다 중요합니다.
이 대치퍼스트에는
특목고를 노리는 상위권 학생들에게
보다 더 높은 성적을 향해 갈 수 있는
최고 레벨의 강의가 무려 300개나 모여있습니다.
이를 통해 밀크티로 탄탄하게 쌓은
기초 개념을 가지고 심화 학습을 하여
최상위권을 노려볼 수 있습니다.
모르거나 부족한 부분은
알 때까지 진행하여
확실하게 이해하고 넘어갈 수 있죠.
과학은 대부분의 학생들이
중학생공부법 무조건 암기를 통해 공식을 외우고
대입하는 과정으로 문제를 푸는데요.
다만, 중학생공부법에서
이렇게 단순히 암기로만 문제를 풀이하게 되면
오답률이 높아질 수 있어 조심해야 합니다.
대치퍼스트에서는
개념에 대한 원리를 먼저 이해하고,
이를 바탕으로 심화과정을 거쳐
단계별로 나아가게 되니 믿고 공부하면
좋은 결과를 얻을 수 있습니다.
본인의 실력에 대한 자신감을 쌓으며
어려운 문제에도 도전할 수 있는
힘을 길러주게 되죠.
중학생공부법 제대로 배우고 싶다면
1:1 맞춤 학습관리가 가능한
밀크티에서 시작해보시길 바랍니다.
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
m.mid.milkt.co.kr
소정의 원고료를 지원받아 작성된 게시글 입니다.","1593697","초등 밀크티","2022","04","2022","04"
"패드 체험은 몇개정도 하세요?","2022-04-25 23:28:00.000","133","아이가 잘 할지 체험해보고 선택하려고 하는데
몇가지 해보는게 좋을까요?","1593299","초등 밀크티","2022","04","2022","04"
"초간단 밀크티 만들기 요거 사보신분 계시나욤","2022-04-14 15:51:00.000","30","전자레인지에 돌리거나 중탕해서 우유에 타먹으면 버블밀크티 완성된다고 하더라구요.
요거 드셔보신분 계신가 해서요~ 맛이 궁금해요","1589747","초등 밀크티","2022","04","2022","04"
"초등 수학 연산학습이요…ㅠ","2022-04-11 16:00:00.000","491","저학년 연산 공부 어떻게 시키고 계신가요?
집에서 엄마표로 시켜서 저랑 같이 하고 있었는데
점점 반복되는 연산에 지겨운지 하기 싫다고 어제는 엉엉 우는 거에요ㅠ
제가 보기엔 부족한 부분 같아서 계속 시켜본건데ㅜㅜ
이러다 수학이 싫다고 아예 안할 것 같은 마음에 부랴부랴 이것저것 알아보고 있어요ㅠ
요즘 보니까 웅진, 밀크티 등등 다양하게 하는 것 같던데
연산학습에 좋은 건 뭐가 있을까요??","1588529","초등 밀크티","2022","04","2022","04"
"6학년 엘리하이","2022-05-19 18:23:00.000","3362","6학년인데 학원에서 중학교 1학기 심화 2학기는 기본응용 하고있는데
학원을 쉬고싶데요 조금 지치나봐요 그래도 아무것도 안 하는것은 본인 스스로 불안하다고
친구가 밀크티 한다고 알아봐달라고 하던데 저는 엘리하이에 관심이 가네요
초등도 중학교과정 볼 수 있나요?
밀크티하는 친구의 말을 들어보니 좋았던것은 틀린문제를 이해했는지 쌍둥이 문제가 나온다고 해서 틀린 문제를 잘 이해했는지 확인해 볼수있어서 좋은거 같아요 엘리하이도 그런부분이 있는지 궁금해요
그리고 엘리하이 하시는분 추천해면 서로 혜택이 있는거 같아요 ^^추천해주실수 있나요?","7018902","초등 밀크티","2022","05","2022","05"
"7살 학습패드 추천해주세요","2022-05-18 17:01:00.000","181","밀크티 체험신청 해서 오늘 왔는데요.
홈런이랑 윙크도 비교해 보고싶네요.
영사님 소개로 하면 좋다는데
금액이랑 혜택 같은거 알려주시거나
소개 가능하실까요?
그리고 패드하시는 분들
홈런, 윙크, 밀크티 어떤게 나을까요?
올해 7살5살 두아이 있어요","7017762","초등 밀크티","2022","05","2022","05"
"예비초 학습기패드 어디가 좋을까요?","2022-05-18 13:14:00.000","524","5살부터 윙크하다가 내년 초등입학 앞두고 바꿔보려고해요
윙크로 한글떼고 수학,영어도 곧잘해서 맘에 쏙들었지만
초등학생에 맞춰서 미리 바꿔줘도 좋을것같아서요
그래서...
와이즈캠프, 밀크티, 아이스크림 홈런, 엘리하이
4군데 체험학습중이예요ㅎㅎ
백번 후기 검색해봐야 잘모르겠어서 직접 해봐야 알겠다 싶었는데ㅜㅜ
해봐도 고민이 심각합니다
우선 엄마로써 전 제일 맘에드는 곳이 와이즈였어요
와이즈는 30분동안 단체로하는 화상코칭도 맘에들고 1:1코칭도 20분이라서 제일좋더라구요
아들이 좋아하는건 밀크*예요
할게많데요 재밌고
그래서 패드를 다켜놓고 비교하니 밀크*이랑 홈*이 컨텐츠도 많고 아이가 혼자 공부하기에 쉬어보이고 좋아보였어요
상대적으로 와이즈는 컨텐츠가 적은듯해서...
공부하는 사람이 아이니까 아이가 좋아하는걸로 해줄까 싶기도합니다
아이가 와이즈 화상단체코칭 체험해봤는데 무척좋아하긴했어요
근데 패드는 할게 없데요ㅋㅋ
어찌하나요 저 선택장애예요ㅜㅜ
선배님들 조언좀 부탁드립니다","7017475","초등 밀크티","2022","05","2022","05"
"초등엄마들 초등생 뭐 시켜요?","2022-05-03 22:43:00.000","1409","딸이 곧 초등이 되는데 뭐시커야하는지 몰라서요","7004954","초등 밀크티","2022","05","2022","05"
"영어학습지.","2022-03-30 09:56:00.000","341","초등 1 아들녀석.. 영어 학습지 시켜볼까하는데요.
학습지이름과 가격정보 알고싶어요.
요즘 영어 학습지는 책도 같이 구매한다고 하는데 맞나요?
지인은 그럴봐엔 가격이 학원비랑 비슷해서 본인은 학원으로 돌렷다 하더라구요..
또래자녀 영어학습지 시키는맘님들.
정보공유좀 해주세요!","4300328","초등 밀크티","2022","03","2022","03"
"9살!!! 학습지좀시키려고요","2022-03-21 21:58:00.000","454","멀시켜야할까요
구몬 눈높이는 해봤어요
혹시 홍도동근처 국어수학 학원있나요?","4294066","초등 밀크티","2022","03","2022","03"
"입학준비) 공부 많이 시키시나요?","2022-03-11 17:37:00.000","438","내년이면 초등학생이라~ 홈스쿨링이라도 해보려고 하는데 어떤가요?
천재교육 쪽으로 알아봤는데요! 혹시..
밀크티키즈 하시는분 계신가요?
지금 수업 듣고 있는 아이 있을까요?","4285962","초등 밀크티","2022","03","2022","03"
"7살 밀크T 어떨까요?","2022-03-08 21:36:00.000","2128","6살부터 눈높이 하기 시작 했는데..
숙제가 점점 많아지니 하기 싫어 하면서
저랑 계속 트러블이 나서 그냥 끊었어요
맞벌이라 학교 가면 계속 학원이고 밖에 있어야 하는데.. 억지로 시키지말자 이런맘에 끊어는데
한편으로.. 또 너무 놀게 하는거 아닌가 싶고
친구네가 밀크T시작 하길래 해볼까 하는데 어떨지 싶어요~~ 고민이예요
7일 무료 체험을 하지 않고 바로 선택 하면 해택을 머 더 주겠다 한달비용을 오르지 않은 가격으로 해주시겠다 하는데...
2년을 잘 유지 할수 있을까요?","4283649","초등 밀크티","2022","03","2022","03"
"초1 패드학습지 뭐하세요?","2022-03-04 06:18:00.000","499","패드 학습지 좀 해볼까하는데요
만족하시는데로 추천좀부탁해요","4279969","초등 밀크티","2022","03","2022","03"
"연년생 학습은 어떻게 하시나요?","2022-03-02 14:59:00.000","135","둘이 그렇게 싸우면서 공부만 시키려고 하면
의기투합해서 어떻게든 놀고 싶어서 공부 안 하려고 하는데
초딩이라도 고학년되면 좀 좋아질까요?
연년생은 어떻게 시키시는지....","4278637","초등 밀크티","2022","03","2022","03"
"수학 인강추천이요","2022-06-30 22:15:00.000","240","4학년인데 학원은 가기싫어해요ㅠ
ebs말고 인강들으며 수업할수 있는게 있을까요?ㅠ","948034","초등 밀크티","2022","06","2022","06"
"웅진스마트올 vs 밀크티초등","2022-06-30 20:00:00.000","5310","전 밀크티가 나은 것 같은데
아이는 웅진 스마트올이 잼대여
맘님들이 보시기에
컨텐츠가 어느게 낫나요?
2년동안 공부방 안보내고 패드로 봐줄건데ㅠㅠ
웅진 스마트올 영어가 좀 별론 것 같은데..
그래도 웅진을 시키는게 맞는지ㅠ","947963","초등 밀크티","2022","06","2022","06"
"7세아이들 학습지 어떤거 하고있나요?","2022-06-30 14:17:00.000","327","저희 아인 빨간펜키즈하고있는데..
조금전에 아이캔두로 전환하라고 연락이와서 고민되네요..
같은 또래아이들은 학습지 어디꺼 하고있나요?","947781","초등 밀크티","2022","06","2022","06"
"중2 수학","2022-06-28 17:47:00.000","503","중2수학 땜에 고민이 엄청 많습니다
초등 6학년 때 대형 학원으로 가서
나름 잘한다고 반도 쑥쑥 올라갔어요
그래서 고 일 수학까지 갔었는데 너무 늦게 마쳐서
올 초에 2학년2학기 반으로 변경했어요
물론 내신 시험 칠때는 내신에 집중했어요
선생님께서는 잘한다고 시험 만점을 기대했는데
이상하게 시험만 치면 성적이 안나와요
저도 수학 정말 잘하는줄알았네요
중간고사 기말고사 다 시험 친 이 와중에 수학학원 고민이 정말 많아요 모든 과목이 90점 이상인데 수학 70점대입니다
아이가 갑자기 학원 안 다니고 인 강으로 하고 싶어 해요
잘쳐야한다는 부담감 때문에 시험이 안쳐진다는 말도 안되는 말을 하네요 ㅠ
심화 인강으로 하고 싶다고 하는데 어찌 공부를 해야 될지 고민이 많네요
학원 안 가고 싶어 해요
인강괜찮을까요?
우리아이에게 어떤조언을 해줘야할까요
참고로 과학은 인강하고있어요","946787","초등 밀크티","2022","06","2022","06"
"매일 공부양 궁금해요","2022-06-28 09:12:00.000","424","저희애는
영어 수학 학원 다녀온 후
집에서 한 시간정도 학원 숙제및 문제집 풀어요..
한 시간 풀고나서 독서 40분정도 하고 자유시간이요..
초4인데 너무조금하나요?
집중은 잘하는 스탈이라
공부할땐 다 끝내고 볼일봐요...","946510","초등 밀크티","2022","06","2022","06"
"한국사 처음시작해보려구요 문제집?눈높이?","2022-06-26 15:30:00.000","1034","설민석만화책읽었구요 그냥재미요소인듯요~
맨처음접할때 문제집조금 접하고 눈높이한국사
해볼까싶은데요, 괜찮은방법인가용?
지금눈높이한글 방문하고있는데,만족하고 있어요~
지문읽고 문제푸는건 원래잘했지만 내가만약 이럴경우에 어떨지,
내생각을 쓰라거나 할때...
힘들어했는데 쌤 살짝씩 잘이끌어내어주시고 30분정도봐주고 가셔요~
이정도면 괜찮은쌤 맞으신거죠?^^;;딴길로 샛네요ㅋ
문제집이라면 제일쉬운건 뭘까용?시간끄는것보다
눈높이바로하는게 나을까용? 한국사도 방문괜찮을지 ...
결정참힘든엄마예요ㅠㅠ
초등맘보니 영상부터보여주라셧는데.전혀 흐름을몰라서인지 ebs한국사 영상들은 흥미없어하더라구요ㅜㅜ첫시작 ..도와주셔요♡","945645","초등 밀크티","2022","06","2022","06"
"HME수학 수상 다들 부럽네요ㅜ","2022-06-24 17:57:00.000","821","이번에 초등 3학년인 둘 째만 접수했는데
저희는 소식이 없어요...ㅎㅎ....
주변에서도 그렇고 지금 다들 우수상이나 최우수상
나온거 보면 넘 부럽네요 ~ 분발해서 다음을 노려야겠죠 ~~","944932","초등 밀크티","2022","06","2022","06"
"학습지 패드 질문 다시 드립니다.","2022-06-23 23:49:00.000","427","간단하게 쓰기 위해 음슴체 양해 부탁드립니다 💓
7세
한글, 수 다 뗏고 소마셈 끝냄.
패드 쥐어주니 시키지 않아도 혼자서 하루 분량 다 해치움
지금 웅진 스마트올 체험 중 이며 할 때 마다 별을 쏴주니
그거 받겠다고 진짜 열심히 함.
그래서 이런 것도 꼭 있었음 좋겠음.
영어는 초등 들어가면 방과 후 시킬 예정.
한자 공부에 목말라있음. 원에서 한자 시작하면서 푹 빠짐.
초2 1학기까진 가능하면 패드로만 공부 예정.
그래서 패드로 학교에서 배우는 내용 예습, 복습 가능했으면 좋겠음.
보상시스템/한자/교과연계 필수
6세
너무 방치했더니 본인 이름도 제대로 못씀. 걍 백짓장..
웅진 스마트올 키즈 따로 패드 내려서 체험 시켜주니
한 이틀하고는 재미없다. 패드로 그림만 그리겠다 시전.
별 모으는 것도 관심 없음.
아기자기한 그림 좋아함.
패드로 책 보는거 안좋아함. 무조건 종이책.
스티커 붙히고 색칠하는 지면 학습지 좋아함.
패드를 내려서 올해 안에 한글을 떼겠다! 이런 것 보단
그냥 흥미를 불어 넣어 주고 싶음..... 게임 많아도 괜찮.. 🥲
첫째가 네살 때 웅진 북클럽 했던 터라
첫 체험은 씽크빅 스마트올로 시작했어용
일단 첫째는 재밌다구 하는데 둘째 반응은 별로라
많이들 추천 해주시는 윙크도 두 아이 다시 신청해둔 상태구요.
요즘 학습지가 넘 많다보니 다 해보기도 그렇구
저희 아이들 성향에 비슷한 곳?으루 추천 좀 부탁드립니다!
그리고 교과연계독서는 웅진에만 있는 건가요?!!!
미리 감사드립니당 💓💓💓💓💓","944564","초등 밀크티","2022","06","2022","06"
"학습기기","2022-06-23 07:29:00.000","193","초등때 아이스크림홈런.와캠.각 2년씩해봤어요
중학교 입학하고 시간없을거 같아
입학까지만 했구요.
사실 시작할때마다 열심히하자는 마음은 있지만
24개월.26개월 약정이 부담스럽기도 하구요.
아이가 다시 하고 싶다는데
스마트#은 어떤가요?
아니면 하고 있는 거 추천 부탁드려요","944119","초등 밀크티","2022","06","2022","06"
"패드 학습지 회사별 장단점 부탁드립니다.","2022-06-22 10:25:00.000","362","어릴 때 북클럽 하고
한문 공부 하고 싶다해서
이번에 스마트올 체험 신청 했는데
아이가 너무 재밌어해요.
별 모으는게 한몫 한 것 같고요
시키지 않아도 하루 숙제 다 하고
심지어 다음 날 것도 해버리네요;
제가 가르치면 아이가 눈물을 자주 보여서
나랑은 안되겠다 싶어 초등가면 꼭 공부방 보내야지 했는데
저학년한테 공부방 숙제 스트레스도 주기 싫고
너 재밌어하는 스마트올이나 해라 싶은데
체험 해본건 웅진이랑 윙크뿐이라ㅠㅠ
일단 제 기준 윙크는
화질이 너무 별로라 오분도 쳐다보고 있기 힘들었구요.
웅진의 단점은
받아쓰기 같은 경우 인식이 잘 안되서
계속 여러번 써야된다는 점...
새 패드는 안그렇다는데 맞는지..
이것 저것 다 체험해보고싶은데
매일같이 계약하라는 전화가 무서워요 ㅠㅋㅋㅋㅋㅋㅋ
체험이나 계약 하신 것 중 각 장단점 공유해주시면
감사하겠습니다 😀","943667","초등 밀크티","2022","06","2022","06"
"초등 4학년 영어 AR지수","2022-06-21 23:02:00.000","823","초등 4학년 아이 영어 AR 지수 평균이 2.0~2.9 맞나요?
저희는 밀크티 미국 교과서 읽는 도서관에 레벨4에
있는 책들 잘 읽고 이해하는 편이고 도서 정보에
있는 DRA지수로 확인해보니까 보통 렉사일 지수 600
AR 지수 3.3 정도 되는 것 같더라고요
다른 분들은 아이들 AR지수 어느 정도 되나요??
밀크티 하는 분들은 레벨 몇으로 보세요??","943509","초등 밀크티","2022","06","2022","06"
"밀크티 학습","2022-06-17 11:03:00.000","293","밀크티 패드 수업하면 한 패드로 초등학생 중학생 활용할 수있을까요 중학생 신청하면 강의 잘듣고 잘 활용 할 수있을까요..아이가 기초도 없고 공부머리가 넘없습니다.아이들 초등학교 다닐때가 좋은것 같습니다 중학생되니 걱정만 더생기네요...","941385","초등 밀크티","2022","06","2022","06"
"초3 수학 어떻게 하죠?","2022-06-15 13:01:00.000","610","아이가 아직 초등학교 3학년 밖에
되질 않았는데 수학을 너무 어려워
하는 것 같아요. 중학교, 고등학교때는
지금과는 비교도 할 수 없을만큼 난이도가
상승할텐데.. 지금부터 어려워하니 걱정이네요..
늦기전에 잡아야할것 같은데
어떻게 잡아줘야할지 모르겠어요 ㅜㅜ","940391","초등 밀크티","2022","06","2022","06"
"수학문제집 인강은 어떤 게 있나요?","2022-06-14 09:29:00.000","346","3학년 아이인데 수학문제집 스스로 읽어가며 예습하고 있어요.
고학년 올라갈수록 개념이 어려워질테고
강의가 있으면 좋겠다 생각해서 여쭤봅니다.
수학학원은 당분간 다닐 생각이 없어서
인강 도움을 받아볼까 하는데요
제가 아는 초등 수학 강의는 ebs 만점왕 강의뿐이에요.
디딤돌 문제집을 강의와 같이 풀어나가고 싶은데
디딤돌=엘리하이 맞나요?
밀크티는 어떤 교재로 수업하는지
시중 수학 인강 궁금해서 여쭤봅니다.","939722","초등 밀크티","2022","06","2022","06"
"중딩 시험대비 시작이네요~^^","2022-06-14 00:33:00.000","637","지식이 내것이 되는 즐거움을 느껴보자~^^
시험 기간인 아이들 모두 힘내요~","939635","초등 밀크티","2022","06","2022","06"
"중1 하루스케쥴,공부시간이요~","2022-06-13 17:21:00.000","251","중1 하루에 스케쥴과 공부 어떻게 하고 계시나요~?
저희 아이는 월~금 영수1시간씩 2시간 다녀와서
저녁먹고 쉬다가 학원숙제하고 월,수,금만 국어인강듣고 화,목은 학원다녀와서 수영가고,학원숙제하고..주말에 국어독해문제집푸는정도인데...
다들 어떻게 하고 있는지 궁금해요
부족한건지 괜찮은건지 늘 고민이네요..
영어-월,수,금 수학-화,목,토 이런식으로 학원보내시면 학원갔다와서 어떻게 하는지 궁금해요","939427","초등 밀크티","2022","06","2022","06"
"아이 사교육비 비싸네요","2022-06-13 16:58:00.000","1230","아직 1학년맘이고 예체능 몇개보내는데 돈 50은 후딱이네요
학군도아니고 그냥평범한 동네인데
미술 주1 11만
발레 주2 13만
줄넘기 주3회 13만
학습지 11만
영어 도요새 12만원씩 나가고 ㅎㅎ
애둘셋 있는집은 장난아니겠어요
초1인데 이정도인데 고학년..국영수는 어떨지
제가많이 보내는편은 아니더라고요
여튼 내년엔 파트라도 해야겠네요
엄마들 화이팅입니다 ♡","939410","초등 밀크티","2022","06","2022","06"
"초등 3학년 중국어 학습지나 인강","2022-06-10 13:42:00.000","174","초등 3학년 아이 중국어 시작하려고 해요
학교 공부랑 같이 하고 싶어서 전과목이랑
중국어랑 다같이 공부할 수 있는 학습지나
인강 알아보고 있는데 괜찮은 거 있나요?
저학년 때 한자 5급까지 공부 해놓긴 했는데
중국어는 배운 적이 없어서 완전 기초 단계로
기본기부터 해야 될 것 같아요","938068","초등 밀크티","2022","06","2022","06"
"밀크티 AI구구단 랭킹 금메달이요 ㅋㅋㅋ","2022-06-10 13:40:00.000","106","밀크티 초등으로 하고 있는 자녀 맘님들한테
궁금한게 있는데 안에 학습게임들 보면
다른 친구들이랑 경쟁할 수 있는 구도로
주간이랑 월간랭킹 확인할 수 있잖아요??
거기에 금메달로 되어 있는 1등 아이들은
어떤 아이들일까요??? 되게 뜬금없지만…ㅋㅋㅋ
특히 AI구구단 눌러보면 십오단까지도 있잖아요…
아직 초등 아이인데 거기서 속도전으로 바로
바로 말하고 대답해서 1등을 한다는 게
너무 대단한 것 같아요… 물론 곱셉은 지금
다 떼긴 했지만... 저는 승부욕이 강한 편이여서
가끔씩 아이가 할 때 옆에서 보면 내가 대신 해줘서라도
아이가 1등해서 금메달이랑 같이 아이 이름이 적혀
있으면 얼마나 좋을까?? 생각하기도 해요 ㅋㅋㅋ","938066","초등 밀크티","2022","06","2022","06"
"초등학생 사회 과목 언제부터 공부하나요","2022-06-10 13:30:00.000","273","이번 여름방학 때 홈스쿨링으로 2학기 예습이랑
부족한 과목 보충할 계획인데 내년에 학년 올라가면
사회, 과학 시작하니까 지금부터 미리
해줘야 되나 싶어서요. 겨울방학 때 시작해도
안 늦나요? 아님 지금부터 관련 독서라도
읽게끔 해주는 게 도움될까요??","938058","초등 밀크티","2022","06","2022","06"
"방과후로 코딩하는 초등아이 있나요?","2022-06-07 18:18:00.000","252","밀크티로 오늘의 학습이랑 정해진
스케줄에 맞춰서 학교 공부 예복습까지
다 하면 책 읽는 시간 빼고 자유시간
주고 있는데 그 시간대 밀크티 안에
있는 코딩 몇 번 해보더니 이후로도
혼자 찾아서 잘 하는 거 같아서요 ㅎㅎ
오늘의 학습에 코딩 과목 추가해달라고
선생님한테 요청드린 상태이긴 한데
2학기에는 방과후로도 코딩 시켜주면
좋아할 것 같은데 초등학교 방과후로
코딩 하는 아이들 있나요??","936577","초등 밀크티","2022","06","2022","06"
"집에서 풀만한 학습지 추천해주세요~","2022-06-07 12:41:00.000","162","공부를 정~~말 싫어하고 집중력약한 1학년 남아에요ㅠ
본인이 좋아하는 분야는 집중력있게 하고 좋아하는데
조금만 학습적으로 들어가면 싫어해요ㅠㅠ
한글은 뗏는데 읽는거 싫어해서 책도 거의 제가 읽어주고.. 집에서 유일하게 푸는 학습지는 [하루한장 독해]인데 지문이 좀 길다보니 안읽고 대충 답체크하고ㅠㅠ
틀린문제 다시 제가 읽어주고 문제 풀라고 하면 잘 맞춰요. 제대로 읽지않으니 엉뚱하게 답체크하는거같고..;;
막상 읽고 푸는데 10분도 안걸리는데 그걸 너무 싫어라하네요ㅠㅠㅠ
수학은 따로 배운적이 없어서 가끔 제가 10-3, 15-2, 10+4 이런식으로 한자릿수 연산문제 내주면 풀어요.
근데 아직도 손가락으로 세어가며 계산해요.
수학은 어떻게 가르쳐야할지 정말 모르겠네요ㅠㅠ
수학학습지나 도움이 될만한 학습지 있으면 알려주세요..
초등맘 선배님들 조언이 필요해요ㅠㅠ","936398","초등 밀크티","2022","06","2022","06"
"눈높이러닝센터 다니는 아이들 많죠?","2022-06-02 13:29:00.000","478","지금은 주5일가요
하루에 한가지씩
국어는
1.써밋스코어국어(교과)
2.눈높이국어(종이학습지~쉬운글독해)
수학은
1.써밋스코어수학(교과)
2.써밋스피드수학(연산)..뺄 예정
3.눈높이수학(종이학습지연산)
이렇게 하고 있는데 주2~3회 가는걸로 조정을 좀 하구요
수학은 우선 써밋스피드빼고
스코어수학이랑 눈높이 수학만 할까해요
이것도 그냥 집에서 문제집 풀릴까싶다가도 안할거 같아서 ㅋㅋ
국어는 스코어국어나 눈높이국어 중에 하나만 하려고 하는데 뭐가 나을까요? 그냥 책 많이 읽히고 둘다 빼는게 나을까요?ㅋ
눈높이는 잘 몰라서 초등맘에 여쭤봐요~~","934374","초등 밀크티","2022","06","2022","06"
"초2 학습지 하시나요?","2022-06-02 08:58:00.000","378","저희는 아이 공부습관 잡아주려고
5살때부터 재미로 시킨 구*을
아직도 잘하고 있어요
특히 수학 연산은 이제 반복기계적으로
암산까지 더해서 잘하고 있구요
근데 연산만 반복하다보니
서술형 문제는 잘 풀지 못해서
시중 문제집 구입해서 병행하는중인데
수학 국어 한자 세과목하는데
생각해보니 그 비용이면 시중 문제집
돌려가면서 다양한 문제 접해주는게
훨씬 나을거같은거에요 ㅜ
아이가 성향상 섬세하고 잘 따라와주는
아이라서 자율적으로 시켜도 큰 무리 없을거
같아서 고민이 되는데
괜히 또 잘하고 있는 학습지 끊어서
흥청망청 될까봐 걱정이 앞서네요
국어 한자를 끊고 수학연산은
계속 시켜야 하는건지
한과목 하자고 선생님 오시게 하는것도
그렇고..
다른 초2 학생들은 어떻게
지도해주시나요??","934224","초등 밀크티","2022","06","2022","06"
"7세 아이 학습지 시켜보려구해요~","2022-02-26 14:51:00.000","528","한글 읽는건 잘하구요 받침 글자를 아는거 같긴한데 쓰라하면 어려워해서 문장으로 써보라하면 잘 안해요
수학도 연산이랑 사고력수학 지면으로하고 있구요
웅진 스마트올 지금 체험중인데 흥미를 느끼는거 같긴한데 딱히 잘하지 않아요 딱 몇개하고 끄고 (1시간도 안함)장난감갖고 놀거나 엄마랑 놀자해요
그리고 문제를 읽어주니깐 이해를 잘 못하는 경우가 꽤 있어요 책은 여러번 읽어보고 생각하는데 패드는 글도 같이 있지만 소리로 읽어주니깐 거기에 의지해서 글 안읽고 이해도 못하고...반복으로 들어도 말이 빠른건지..몇번 이해를 못하고 제가 설명해주면 아 이얘기였어? 이러고..
패드를 다른거 더 신청해서 무료 체험해보고 싶은데
주변은 윙크 얘기해요 윙크 유치해서 5~6세 많이 하시는거 같던데..
이것저것 내용은 좋은거 같던데 흥미가 막 있지 않아서요
다른 학습지 패드 추천해주세요
7세에 어떤거 하시나요?
그리고 계약시 무엇을 중요하게 물어봐야나요?
어렵네요 종류도 많고...","6938713","초등 밀크티","2022","02","2022","02"
"밀크티 5학년 어떤가요?","2022-02-24 13:44:00.000","705","이제 5학년 올라가는 토끼띠인데요, 기존에 하던 ai수학이 없어진대서요. 다른 패드수업 알아보다 밀크티 이야기를 들었는데 하고 계신 분 있나요? 아이마다 다르겠지만 수업 내용이 괜찮은지도 궁금해서요. 체험신청 하기 애매한 타이밍이라 정회원 수업하시는 분 말씀을 듣고 싶습니다. 아이가 재밌어하나요? ^^;;","6936494","초등 밀크티","2022","02","2022","02"
